split,model,layer,duration,duration_val,test_split,metric,score
dev,SpidR VP-20,12,1h,60,test,f1,60.26
dev,SpidR VP-20,12,1h,60,test,per,91.9
dev,SpidR VP-20,12,1h,60,test,pnmi,51.9
dev,SpidR VP-20,12,1h,60,test,r_val,35.83
dev,SpidR VP-20,5,10h,600,dev,f1,64.63
dev,SpidR VP-20,5,10h,600,dev,per,62.9
dev,SpidR VP-20,5,10h,600,dev,pnmi,63.37
dev,SpidR VP-20,5,10h,600,dev,r_val,53.96
dev,SpidR VP-20,6,10h,600,dev,f1,63.27
dev,SpidR VP-20,6,10h,600,dev,per,62.26
dev,SpidR VP-20,6,10h,600,dev,pnmi,62.38
dev,SpidR VP-20,6,10h,600,dev,r_val,54.5
dev,SpidR VP-20,7,10h,600,dev,f1,64.86
dev,SpidR VP-20,7,10h,600,dev,per,65.41
dev,SpidR VP-20,7,10h,600,dev,pnmi,63.32
dev,SpidR VP-20,7,10h,600,dev,r_val,52.16
dev,SpidR VP-20,8,10h,600,dev,f1,63.81
dev,SpidR VP-20,8,10h,600,dev,per,65.04
dev,SpidR VP-20,8,10h,600,dev,pnmi,62.05
dev,SpidR VP-20,8,10h,600,dev,r_val,53.5
dev,SpidR VP-20,9,10h,600,dev,f1,63.11
dev,SpidR VP-20,9,10h,600,dev,per,68.06
dev,SpidR VP-20,9,10h,600,dev,pnmi,60.9
dev,SpidR VP-20,9,10h,600,dev,r_val,51.5
dev,SpidR VP-20,10,10h,600,dev,f1,62.55
dev,SpidR VP-20,10,10h,600,dev,per,71.15
dev,SpidR VP-20,10,10h,600,dev,pnmi,60.17
dev,SpidR VP-20,10,10h,600,dev,r_val,49.84
dev,SpidR VP-20,11,10h,600,dev,f1,61.13
dev,SpidR VP-20,11,10h,600,dev,per,73.52
dev,SpidR VP-20,11,10h,600,dev,pnmi,58.05
dev,SpidR VP-20,11,10h,600,dev,r_val,48.21
dev,SpidR VP-20,12,10h,600,dev,f1,57.02
dev,SpidR VP-20,12,10h,600,dev,per,101.08
dev,SpidR VP-20,12,10h,600,dev,pnmi,47.44
dev,SpidR VP-20,12,10h,600,dev,r_val,30.76
dev,SpidR VP-20,5,10min,10,dev,f1,62.36
dev,SpidR VP-20,5,10min,10,dev,per,64.91
dev,SpidR VP-20,5,10min,10,dev,pnmi,59.79
dev,SpidR VP-20,5,10min,10,dev,r_val,53.5
dev,SpidR VP-20,6,10min,10,dev,f1,63.08
dev,SpidR VP-20,6,10min,10,dev,per,61.62
dev,SpidR VP-20,6,10min,10,dev,pnmi,59.71
dev,SpidR VP-20,6,10min,10,dev,r_val,56.62
dev,SpidR VP-20,7,10min,10,dev,f1,64.67
dev,SpidR VP-20,7,10min,10,dev,per,64.02
dev,SpidR VP-20,7,10min,10,dev,pnmi,61.26
dev,SpidR VP-20,7,10min,10,dev,r_val,54.16
dev,SpidR VP-20,8,10min,10,dev,f1,63.0
dev,SpidR VP-20,8,10min,10,dev,per,66.28
dev,SpidR VP-20,8,10min,10,dev,pnmi,60.16
dev,SpidR VP-20,8,10min,10,dev,r_val,53.4
dev,SpidR VP-20,9,10min,10,dev,f1,63.03
dev,SpidR VP-20,9,10min,10,dev,per,67.42
dev,SpidR VP-20,9,10min,10,dev,pnmi,59.29
dev,SpidR VP-20,9,10min,10,dev,r_val,52.81
dev,SpidR VP-20,10,10min,10,dev,f1,63.21
dev,SpidR VP-20,10,10min,10,dev,per,68.99
dev,SpidR VP-20,10,10min,10,dev,pnmi,58.95
dev,SpidR VP-20,10,10min,10,dev,r_val,52.39
dev,SpidR VP-20,11,10min,10,dev,f1,61.45
dev,SpidR VP-20,11,10min,10,dev,per,72.27
dev,SpidR VP-20,11,10min,10,dev,pnmi,57.04
dev,SpidR VP-20,11,10min,10,dev,r_val,49.73
dev,SpidR VP-20,12,10min,10,dev,f1,57.96
dev,SpidR VP-20,12,10min,10,dev,per,96.95
dev,SpidR VP-20,12,10min,10,dev,pnmi,48.39
dev,SpidR VP-20,12,10min,10,dev,r_val,34.52
dev,SpidR VP-20,5,1h,60,dev,f1,64.02
dev,SpidR VP-20,5,1h,60,dev,per,61.98
dev,SpidR VP-20,5,1h,60,dev,pnmi,61.99
dev,SpidR VP-20,5,1h,60,dev,r_val,55.3
dev,SpidR VP-20,6,1h,60,dev,f1,63.28
dev,SpidR VP-20,6,1h,60,dev,per,59.34
dev,SpidR VP-20,6,1h,60,dev,pnmi,61.84
dev,SpidR VP-20,6,1h,60,dev,r_val,56.87
dev,SpidR VP-20,7,1h,60,dev,f1,65.29
dev,SpidR VP-20,7,1h,60,dev,per,63.37
dev,SpidR VP-20,7,1h,60,dev,pnmi,62.82
dev,SpidR VP-20,7,1h,60,dev,r_val,54.11
dev,SpidR VP-20,8,1h,60,dev,f1,64.02
dev,SpidR VP-20,8,1h,60,dev,per,64.25
dev,SpidR VP-20,8,1h,60,dev,pnmi,61.79
dev,SpidR VP-20,8,1h,60,dev,r_val,54.33
dev,SpidR VP-20,9,1h,60,dev,f1,63.82
dev,SpidR VP-20,9,1h,60,dev,per,66.65
dev,SpidR VP-20,9,1h,60,dev,pnmi,60.9
dev,SpidR VP-20,9,1h,60,dev,r_val,52.75
dev,SpidR VP-20,10,1h,60,dev,f1,62.71
dev,SpidR VP-20,10,1h,60,dev,per,68.26
dev,SpidR VP-20,10,1h,60,dev,pnmi,60.18
dev,SpidR VP-20,10,1h,60,dev,r_val,52.15
dev,SpidR VP-20,11,1h,60,dev,f1,61.2
dev,SpidR VP-20,11,1h,60,dev,per,71.94
dev,SpidR VP-20,11,1h,60,dev,pnmi,58.22
dev,SpidR VP-20,11,1h,60,dev,r_val,49.25
dev,SpidR VP-20,12,1h,60,dev,f1,57.7
dev,SpidR VP-20,12,1h,60,dev,per,98.04
dev,SpidR VP-20,12,1h,60,dev,pnmi,48.95
dev,SpidR VP-20,12,1h,60,dev,r_val,32.92
dev,SpidR VP-20,5,0,1,test,f1,62.0
dev,SpidR VP-20,5,0,1,test,per,70.69
dev,SpidR VP-20,5,0,1,test,pnmi,56.13
dev,SpidR VP-20,5,0,1,test,r_val,51.51
dev,SpidR VP-20,5,0,1,dev,f1,59.9
dev,SpidR VP-20,5,0,1,dev,per,68.35
dev,SpidR VP-20,5,0,1,dev,pnmi,55.83
dev,SpidR VP-20,5,0,1,dev,r_val,53.32
dev,SpidR VP-20,6,0,1,test,f1,63.54
dev,SpidR VP-20,6,0,1,test,per,65.19
dev,SpidR VP-20,6,0,1,test,pnmi,56.86
dev,SpidR VP-20,6,0,1,test,r_val,56.32
dev,SpidR VP-20,6,0,1,dev,f1,61.13
dev,SpidR VP-20,6,0,1,dev,per,63.77
dev,SpidR VP-20,6,0,1,dev,pnmi,56.08
dev,SpidR VP-20,6,0,1,dev,r_val,57.45
dev,SpidR VP-20,7,0,1,test,f1,66.27
dev,SpidR VP-20,7,0,1,test,per,71.62
dev,SpidR VP-20,7,0,1,test,pnmi,58.58
dev,SpidR VP-20,7,0,1,test,r_val,51.16
dev,SpidR VP-20,7,0,1,dev,f1,64.04
dev,SpidR VP-20,7,0,1,dev,per,68.14
dev,SpidR VP-20,7,0,1,dev,pnmi,57.75
dev,SpidR VP-20,7,0,1,dev,r_val,54.7
dev,SpidR VP-20,8,0,1,test,f1,63.95
dev,SpidR VP-20,8,0,1,test,per,73.48
dev,SpidR VP-20,8,0,1,test,pnmi,57.22
dev,SpidR VP-20,8,0,1,test,r_val,49.65
dev,SpidR VP-20,8,0,1,dev,f1,62.16
dev,SpidR VP-20,8,0,1,dev,per,68.94
dev,SpidR VP-20,8,0,1,dev,pnmi,56.63
dev,SpidR VP-20,8,0,1,dev,r_val,53.4
dev,SpidR VP-20,9,0,1,test,f1,63.51
dev,SpidR VP-20,9,0,1,test,per,79.64
dev,SpidR VP-20,9,0,1,test,pnmi,55.83
dev,SpidR VP-20,9,0,1,test,r_val,45.7
dev,SpidR VP-20,9,0,1,dev,f1,61.95
dev,SpidR VP-20,9,0,1,dev,per,76.2
dev,SpidR VP-20,9,0,1,dev,pnmi,55.0
dev,SpidR VP-20,9,0,1,dev,r_val,49.31
dev,SpidR VP-20,10,0,1,test,f1,63.28
dev,SpidR VP-20,10,0,1,test,per,78.88
dev,SpidR VP-20,10,0,1,test,pnmi,55.18
dev,SpidR VP-20,10,0,1,test,r_val,46.5
dev,SpidR VP-20,10,0,1,dev,f1,61.52
dev,SpidR VP-20,10,0,1,dev,per,75.62
dev,SpidR VP-20,10,0,1,dev,pnmi,54.07
dev,SpidR VP-20,10,0,1,dev,r_val,50.54
dev,SpidR VP-20,11,0,1,test,f1,61.6
dev,SpidR VP-20,11,0,1,test,per,83.54
dev,SpidR VP-20,11,0,1,test,pnmi,52.49
dev,SpidR VP-20,11,0,1,test,r_val,43.71
dev,SpidR VP-20,11,0,1,dev,f1,59.82
dev,SpidR VP-20,11,0,1,dev,per,81.57
dev,SpidR VP-20,11,0,1,dev,pnmi,51.28
dev,SpidR VP-20,11,0,1,dev,r_val,46.63
dev,SpidR VP-20,12,0,1,test,f1,56.93
dev,SpidR VP-20,12,0,1,test,per,120.0
dev,SpidR VP-20,12,0,1,test,pnmi,40.15
dev,SpidR VP-20,12,0,1,test,r_val,21.03
dev,SpidR VP-20,12,0,1,dev,f1,54.86
dev,SpidR VP-20,12,0,1,dev,per,120.6
dev,SpidR VP-20,12,0,1,dev,pnmi,37.9
dev,SpidR VP-20,12,0,1,dev,r_val,22.01
test,HuBERT MMS-ulab,1,10h,600,test,f1,54.53
test,HuBERT MMS-ulab,1,10h,600,test,per,166.4
test,HuBERT MMS-ulab,1,10h,600,test,pnmi,44.47
test,HuBERT MMS-ulab,1,10h,600,test,r_val,-17.73
test,HuBERT MMS-ulab,2,10h,600,test,f1,54.05
test,HuBERT MMS-ulab,2,10h,600,test,per,170.46
test,HuBERT MMS-ulab,2,10h,600,test,pnmi,45.53
test,HuBERT MMS-ulab,2,10h,600,test,r_val,-23.56
test,HuBERT MMS-ulab,3,10h,600,test,f1,56.31
test,HuBERT MMS-ulab,3,10h,600,test,per,151.83
test,HuBERT MMS-ulab,3,10h,600,test,pnmi,49.01
test,HuBERT MMS-ulab,3,10h,600,test,r_val,-10.13
test,HuBERT MMS-ulab,4,10h,600,test,f1,57.44
test,HuBERT MMS-ulab,4,10h,600,test,per,136.21
test,HuBERT MMS-ulab,4,10h,600,test,pnmi,50.56
test,HuBERT MMS-ulab,4,10h,600,test,r_val,0.42
test,HuBERT MMS-ulab,5,10h,600,test,f1,58.46
test,HuBERT MMS-ulab,5,10h,600,test,per,128.94
test,HuBERT MMS-ulab,5,10h,600,test,pnmi,53.11
test,HuBERT MMS-ulab,5,10h,600,test,r_val,3.95
test,HuBERT MMS-ulab,6,10h,600,test,f1,61.22
test,HuBERT MMS-ulab,6,10h,600,test,per,109.91
test,HuBERT MMS-ulab,6,10h,600,test,pnmi,57.82
test,HuBERT MMS-ulab,6,10h,600,test,r_val,16.18
test,HuBERT MMS-ulab,7,10h,600,test,f1,62.5
test,HuBERT MMS-ulab,7,10h,600,test,per,96.28
test,HuBERT MMS-ulab,7,10h,600,test,pnmi,59.27
test,HuBERT MMS-ulab,7,10h,600,test,r_val,25.75
test,HuBERT MMS-ulab,8,10h,600,test,f1,61.25
test,HuBERT MMS-ulab,8,10h,600,test,per,91.52
test,HuBERT MMS-ulab,8,10h,600,test,pnmi,58.95
test,HuBERT MMS-ulab,8,10h,600,test,r_val,28.14
test,HuBERT MMS-ulab,9,10h,600,test,f1,61.08
test,HuBERT MMS-ulab,9,10h,600,test,per,95.52
test,HuBERT MMS-ulab,9,10h,600,test,pnmi,59.35
test,HuBERT MMS-ulab,9,10h,600,test,r_val,25.03
test,HuBERT MMS-ulab,10,10h,600,test,f1,61.58
test,HuBERT MMS-ulab,10,10h,600,test,per,99.58
test,HuBERT MMS-ulab,10,10h,600,test,pnmi,59.96
test,HuBERT MMS-ulab,10,10h,600,test,r_val,20.89
test,HuBERT MMS-ulab,11,10h,600,test,f1,59.99
test,HuBERT MMS-ulab,11,10h,600,test,per,113.85
test,HuBERT MMS-ulab,11,10h,600,test,pnmi,57.49
test,HuBERT MMS-ulab,11,10h,600,test,r_val,11.8
test,HuBERT MMS-ulab,12,10h,600,test,f1,59.68
test,HuBERT MMS-ulab,12,10h,600,test,per,113.55
test,HuBERT MMS-ulab,12,10h,600,test,pnmi,54.43
test,HuBERT MMS-ulab,12,10h,600,test,r_val,15.01
test,HuBERT MMS-ulab,1,10min,10,test,f1,54.36
test,HuBERT MMS-ulab,1,10min,10,test,per,166.82
test,HuBERT MMS-ulab,1,10min,10,test,pnmi,43.53
test,HuBERT MMS-ulab,1,10min,10,test,r_val,-17.63
test,HuBERT MMS-ulab,2,10min,10,test,f1,54.27
test,HuBERT MMS-ulab,2,10min,10,test,per,167.27
test,HuBERT MMS-ulab,2,10min,10,test,pnmi,45.4
test,HuBERT MMS-ulab,2,10min,10,test,r_val,-20.2
test,HuBERT MMS-ulab,3,10min,10,test,f1,56.09
test,HuBERT MMS-ulab,3,10min,10,test,per,153.62
test,HuBERT MMS-ulab,3,10min,10,test,pnmi,48.19
test,HuBERT MMS-ulab,3,10min,10,test,r_val,-10.71
test,HuBERT MMS-ulab,4,10min,10,test,f1,57.36
test,HuBERT MMS-ulab,4,10min,10,test,per,138.13
test,HuBERT MMS-ulab,4,10min,10,test,pnmi,49.64
test,HuBERT MMS-ulab,4,10min,10,test,r_val,0.13
test,HuBERT MMS-ulab,5,10min,10,test,f1,58.93
test,HuBERT MMS-ulab,5,10min,10,test,per,128.16
test,HuBERT MMS-ulab,5,10min,10,test,pnmi,51.23
test,HuBERT MMS-ulab,5,10min,10,test,r_val,7.98
test,HuBERT MMS-ulab,6,10min,10,test,f1,60.15
test,HuBERT MMS-ulab,6,10min,10,test,per,113.67
test,HuBERT MMS-ulab,6,10min,10,test,pnmi,53.98
test,HuBERT MMS-ulab,6,10min,10,test,r_val,17.39
test,HuBERT MMS-ulab,7,10min,10,test,f1,61.12
test,HuBERT MMS-ulab,7,10min,10,test,per,99.98
test,HuBERT MMS-ulab,7,10min,10,test,pnmi,55.48
test,HuBERT MMS-ulab,7,10min,10,test,r_val,25.82
test,HuBERT MMS-ulab,8,10min,10,test,f1,59.76
test,HuBERT MMS-ulab,8,10min,10,test,per,97.83
test,HuBERT MMS-ulab,8,10min,10,test,pnmi,54.27
test,HuBERT MMS-ulab,8,10min,10,test,r_val,27.04
test,HuBERT MMS-ulab,9,10min,10,test,f1,58.91
test,HuBERT MMS-ulab,9,10min,10,test,per,111.79
test,HuBERT MMS-ulab,9,10min,10,test,pnmi,52.21
test,HuBERT MMS-ulab,9,10min,10,test,r_val,17.58
test,HuBERT MMS-ulab,10,10min,10,test,f1,58.29
test,HuBERT MMS-ulab,10,10min,10,test,per,118.9
test,HuBERT MMS-ulab,10,10min,10,test,pnmi,54.18
test,HuBERT MMS-ulab,10,10min,10,test,r_val,8.86
test,HuBERT MMS-ulab,11,10min,10,test,f1,57.72
test,HuBERT MMS-ulab,11,10min,10,test,per,125.93
test,HuBERT MMS-ulab,11,10min,10,test,pnmi,54.51
test,HuBERT MMS-ulab,11,10min,10,test,r_val,2.95
test,HuBERT MMS-ulab,12,10min,10,test,f1,55.52
test,HuBERT MMS-ulab,12,10min,10,test,per,141.19
test,HuBERT MMS-ulab,12,10min,10,test,pnmi,48.45
test,HuBERT MMS-ulab,12,10min,10,test,r_val,-7.34
test,HuBERT MMS-ulab,1,1h,60,test,f1,54.47
test,HuBERT MMS-ulab,1,1h,60,test,per,164.94
test,HuBERT MMS-ulab,1,1h,60,test,pnmi,44.38
test,HuBERT MMS-ulab,1,1h,60,test,r_val,-16.71
test,HuBERT MMS-ulab,2,1h,60,test,f1,54.45
test,HuBERT MMS-ulab,2,1h,60,test,per,167.65
test,HuBERT MMS-ulab,2,1h,60,test,pnmi,45.19
test,HuBERT MMS-ulab,2,1h,60,test,r_val,-20.58
test,HuBERT MMS-ulab,3,1h,60,test,f1,56.28
test,HuBERT MMS-ulab,3,1h,60,test,per,149.97
test,HuBERT MMS-ulab,3,1h,60,test,pnmi,48.81
test,HuBERT MMS-ulab,3,1h,60,test,r_val,-7.95
test,HuBERT MMS-ulab,4,1h,60,test,f1,58.09
test,HuBERT MMS-ulab,4,1h,60,test,per,134.0
test,HuBERT MMS-ulab,4,1h,60,test,pnmi,50.45
test,HuBERT MMS-ulab,4,1h,60,test,r_val,3.16
test,HuBERT MMS-ulab,5,1h,60,test,f1,59.02
test,HuBERT MMS-ulab,5,1h,60,test,per,125.23
test,HuBERT MMS-ulab,5,1h,60,test,pnmi,52.44
test,HuBERT MMS-ulab,5,1h,60,test,r_val,8.63
test,HuBERT MMS-ulab,6,1h,60,test,f1,61.04
test,HuBERT MMS-ulab,6,1h,60,test,per,107.05
test,HuBERT MMS-ulab,6,1h,60,test,pnmi,56.02
test,HuBERT MMS-ulab,6,1h,60,test,r_val,20.33
test,HuBERT MMS-ulab,7,1h,60,test,f1,61.46
test,HuBERT MMS-ulab,7,1h,60,test,per,95.71
test,HuBERT MMS-ulab,7,1h,60,test,pnmi,57.01
test,HuBERT MMS-ulab,7,1h,60,test,r_val,28.06
test,HuBERT MMS-ulab,8,1h,60,test,f1,60.49
test,HuBERT MMS-ulab,8,1h,60,test,per,86.93
test,HuBERT MMS-ulab,8,1h,60,test,pnmi,56.9
test,HuBERT MMS-ulab,8,1h,60,test,r_val,33.38
test,HuBERT MMS-ulab,9,1h,60,test,f1,59.66
test,HuBERT MMS-ulab,9,1h,60,test,per,97.89
test,HuBERT MMS-ulab,9,1h,60,test,pnmi,55.37
test,HuBERT MMS-ulab,9,1h,60,test,r_val,25.15
test,HuBERT MMS-ulab,10,1h,60,test,f1,59.76
test,HuBERT MMS-ulab,10,1h,60,test,per,107.66
test,HuBERT MMS-ulab,10,1h,60,test,pnmi,56.37
test,HuBERT MMS-ulab,10,1h,60,test,r_val,17.35
test,HuBERT MMS-ulab,11,1h,60,test,f1,58.84
test,HuBERT MMS-ulab,11,1h,60,test,per,115.05
test,HuBERT MMS-ulab,11,1h,60,test,pnmi,55.81
test,HuBERT MMS-ulab,11,1h,60,test,r_val,10.68
test,HuBERT MMS-ulab,12,1h,60,test,f1,56.71
test,HuBERT MMS-ulab,12,1h,60,test,per,129.94
test,HuBERT MMS-ulab,12,1h,60,test,pnmi,50.56
test,HuBERT MMS-ulab,12,1h,60,test,r_val,1.52
test,HuBERT MMS-ulab,1,10h,600,dev,f1,55.05
test,HuBERT MMS-ulab,1,10h,600,dev,per,151.55
test,HuBERT MMS-ulab,1,10h,600,dev,pnmi,42.33
test,HuBERT MMS-ulab,1,10h,600,dev,r_val,-2.07
test,HuBERT MMS-ulab,2,10h,600,dev,f1,54.55
test,HuBERT MMS-ulab,2,10h,600,dev,per,154.77
test,HuBERT MMS-ulab,2,10h,600,dev,pnmi,43.06
test,HuBERT MMS-ulab,2,10h,600,dev,r_val,-7.27
test,HuBERT MMS-ulab,3,10h,600,dev,f1,56.59
test,HuBERT MMS-ulab,3,10h,600,dev,per,140.51
test,HuBERT MMS-ulab,3,10h,600,dev,pnmi,46.91
test,HuBERT MMS-ulab,3,10h,600,dev,r_val,1.88
test,HuBERT MMS-ulab,4,10h,600,dev,f1,57.26
test,HuBERT MMS-ulab,4,10h,600,dev,per,131.47
test,HuBERT MMS-ulab,4,10h,600,dev,pnmi,47.52
test,HuBERT MMS-ulab,4,10h,600,dev,r_val,7.72
test,HuBERT MMS-ulab,5,10h,600,dev,f1,58.77
test,HuBERT MMS-ulab,5,10h,600,dev,per,121.05
test,HuBERT MMS-ulab,5,10h,600,dev,pnmi,50.13
test,HuBERT MMS-ulab,5,10h,600,dev,r_val,15.07
test,HuBERT MMS-ulab,6,10h,600,dev,f1,60.82
test,HuBERT MMS-ulab,6,10h,600,dev,per,108.92
test,HuBERT MMS-ulab,6,10h,600,dev,pnmi,54.07
test,HuBERT MMS-ulab,6,10h,600,dev,r_val,22.65
test,HuBERT MMS-ulab,7,10h,600,dev,f1,60.85
test,HuBERT MMS-ulab,7,10h,600,dev,per,97.88
test,HuBERT MMS-ulab,7,10h,600,dev,pnmi,54.61
test,HuBERT MMS-ulab,7,10h,600,dev,r_val,29.18
test,HuBERT MMS-ulab,8,10h,600,dev,f1,61.33
test,HuBERT MMS-ulab,8,10h,600,dev,per,90.93
test,HuBERT MMS-ulab,8,10h,600,dev,pnmi,55.67
test,HuBERT MMS-ulab,8,10h,600,dev,r_val,33.26
test,HuBERT MMS-ulab,9,10h,600,dev,f1,60.22
test,HuBERT MMS-ulab,9,10h,600,dev,per,100.14
test,HuBERT MMS-ulab,9,10h,600,dev,pnmi,55.3
test,HuBERT MMS-ulab,9,10h,600,dev,r_val,25.07
test,HuBERT MMS-ulab,10,10h,600,dev,f1,60.26
test,HuBERT MMS-ulab,10,10h,600,dev,per,104.93
test,HuBERT MMS-ulab,10,10h,600,dev,pnmi,55.59
test,HuBERT MMS-ulab,10,10h,600,dev,r_val,21.32
test,HuBERT MMS-ulab,11,10h,600,dev,f1,59.05
test,HuBERT MMS-ulab,11,10h,600,dev,per,112.0
test,HuBERT MMS-ulab,11,10h,600,dev,pnmi,53.94
test,HuBERT MMS-ulab,11,10h,600,dev,r_val,16.54
test,HuBERT MMS-ulab,12,10h,600,dev,f1,58.59
test,HuBERT MMS-ulab,12,10h,600,dev,per,111.9
test,HuBERT MMS-ulab,12,10h,600,dev,pnmi,51.19
test,HuBERT MMS-ulab,12,10h,600,dev,r_val,18.99
test,HuBERT MMS-ulab,1,10min,10,dev,f1,54.46
test,HuBERT MMS-ulab,1,10min,10,dev,per,152.88
test,HuBERT MMS-ulab,1,10min,10,dev,pnmi,41.21
test,HuBERT MMS-ulab,1,10min,10,dev,r_val,-2.71
test,HuBERT MMS-ulab,2,10min,10,dev,f1,54.56
test,HuBERT MMS-ulab,2,10min,10,dev,per,154.29
test,HuBERT MMS-ulab,2,10min,10,dev,pnmi,41.99
test,HuBERT MMS-ulab,2,10min,10,dev,r_val,-5.2
test,HuBERT MMS-ulab,3,10min,10,dev,f1,56.15
test,HuBERT MMS-ulab,3,10min,10,dev,per,141.11
test,HuBERT MMS-ulab,3,10min,10,dev,pnmi,45.71
test,HuBERT MMS-ulab,3,10min,10,dev,r_val,2.76
test,HuBERT MMS-ulab,4,10min,10,dev,f1,57.52
test,HuBERT MMS-ulab,4,10min,10,dev,per,131.95
test,HuBERT MMS-ulab,4,10min,10,dev,pnmi,46.38
test,HuBERT MMS-ulab,4,10min,10,dev,r_val,9.07
test,HuBERT MMS-ulab,5,10min,10,dev,f1,58.12
test,HuBERT MMS-ulab,5,10min,10,dev,per,123.97
test,HuBERT MMS-ulab,5,10min,10,dev,pnmi,47.67
test,HuBERT MMS-ulab,5,10min,10,dev,r_val,14.72
test,HuBERT MMS-ulab,6,10min,10,dev,f1,60.07
test,HuBERT MMS-ulab,6,10min,10,dev,per,108.67
test,HuBERT MMS-ulab,6,10min,10,dev,pnmi,50.44
test,HuBERT MMS-ulab,6,10min,10,dev,r_val,25.58
test,HuBERT MMS-ulab,7,10min,10,dev,f1,59.79
test,HuBERT MMS-ulab,7,10min,10,dev,per,103.77
test,HuBERT MMS-ulab,7,10min,10,dev,pnmi,50.79
test,HuBERT MMS-ulab,7,10min,10,dev,r_val,28.3
test,HuBERT MMS-ulab,8,10min,10,dev,f1,59.54
test,HuBERT MMS-ulab,8,10min,10,dev,per,98.76
test,HuBERT MMS-ulab,8,10min,10,dev,pnmi,49.93
test,HuBERT MMS-ulab,8,10min,10,dev,r_val,32.26
test,HuBERT MMS-ulab,9,10min,10,dev,f1,57.64
test,HuBERT MMS-ulab,9,10min,10,dev,per,112.02
test,HuBERT MMS-ulab,9,10min,10,dev,pnmi,48.21
test,HuBERT MMS-ulab,9,10min,10,dev,r_val,21.71
test,HuBERT MMS-ulab,10,10min,10,dev,f1,58.56
test,HuBERT MMS-ulab,10,10min,10,dev,per,117.94
test,HuBERT MMS-ulab,10,10min,10,dev,pnmi,50.63
test,HuBERT MMS-ulab,10,10min,10,dev,r_val,14.99
test,HuBERT MMS-ulab,11,10min,10,dev,f1,57.97
test,HuBERT MMS-ulab,11,10min,10,dev,per,122.89
test,HuBERT MMS-ulab,11,10min,10,dev,pnmi,51.53
test,HuBERT MMS-ulab,11,10min,10,dev,r_val,9.82
test,HuBERT MMS-ulab,12,10min,10,dev,f1,56.41
test,HuBERT MMS-ulab,12,10min,10,dev,per,134.5
test,HuBERT MMS-ulab,12,10min,10,dev,pnmi,44.95
test,HuBERT MMS-ulab,12,10min,10,dev,r_val,2.35
test,HuBERT MMS-ulab,1,1h,60,dev,f1,54.42
test,HuBERT MMS-ulab,1,1h,60,dev,per,152.08
test,HuBERT MMS-ulab,1,1h,60,dev,pnmi,41.88
test,HuBERT MMS-ulab,1,1h,60,dev,r_val,-2.67
test,HuBERT MMS-ulab,2,1h,60,dev,f1,55.01
test,HuBERT MMS-ulab,2,1h,60,dev,per,151.72
test,HuBERT MMS-ulab,2,1h,60,dev,pnmi,42.86
test,HuBERT MMS-ulab,2,1h,60,dev,r_val,-3.52
test,HuBERT MMS-ulab,3,1h,60,dev,f1,56.79
test,HuBERT MMS-ulab,3,1h,60,dev,per,138.05
test,HuBERT MMS-ulab,3,1h,60,dev,pnmi,46.26
test,HuBERT MMS-ulab,3,1h,60,dev,r_val,5.05
test,HuBERT MMS-ulab,4,1h,60,dev,f1,57.63
test,HuBERT MMS-ulab,4,1h,60,dev,per,131.38
test,HuBERT MMS-ulab,4,1h,60,dev,pnmi,47.13
test,HuBERT MMS-ulab,4,1h,60,dev,r_val,9.41
test,HuBERT MMS-ulab,5,1h,60,dev,f1,58.68
test,HuBERT MMS-ulab,5,1h,60,dev,per,120.32
test,HuBERT MMS-ulab,5,1h,60,dev,pnmi,48.35
test,HuBERT MMS-ulab,5,1h,60,dev,r_val,17.53
test,HuBERT MMS-ulab,6,1h,60,dev,f1,60.27
test,HuBERT MMS-ulab,6,1h,60,dev,per,107.24
test,HuBERT MMS-ulab,6,1h,60,dev,pnmi,51.75
test,HuBERT MMS-ulab,6,1h,60,dev,r_val,25.68
test,HuBERT MMS-ulab,7,1h,60,dev,f1,60.92
test,HuBERT MMS-ulab,7,1h,60,dev,per,97.63
test,HuBERT MMS-ulab,7,1h,60,dev,pnmi,52.22
test,HuBERT MMS-ulab,7,1h,60,dev,r_val,31.88
test,HuBERT MMS-ulab,8,1h,60,dev,f1,59.39
test,HuBERT MMS-ulab,8,1h,60,dev,per,92.26
test,HuBERT MMS-ulab,8,1h,60,dev,pnmi,50.98
test,HuBERT MMS-ulab,8,1h,60,dev,r_val,35.86
test,HuBERT MMS-ulab,9,1h,60,dev,f1,58.27
test,HuBERT MMS-ulab,9,1h,60,dev,per,104.16
test,HuBERT MMS-ulab,9,1h,60,dev,pnmi,50.49
test,HuBERT MMS-ulab,9,1h,60,dev,r_val,26.32
test,HuBERT MMS-ulab,10,1h,60,dev,f1,59.15
test,HuBERT MMS-ulab,10,1h,60,dev,per,107.23
test,HuBERT MMS-ulab,10,1h,60,dev,pnmi,52.15
test,HuBERT MMS-ulab,10,1h,60,dev,r_val,22.73
test,HuBERT MMS-ulab,11,1h,60,dev,f1,58.97
test,HuBERT MMS-ulab,11,1h,60,dev,per,114.96
test,HuBERT MMS-ulab,11,1h,60,dev,pnmi,52.65
test,HuBERT MMS-ulab,11,1h,60,dev,r_val,15.29
test,HuBERT MMS-ulab,12,1h,60,dev,f1,57.52
test,HuBERT MMS-ulab,12,1h,60,dev,per,123.73
test,HuBERT MMS-ulab,12,1h,60,dev,pnmi,47.67
test,HuBERT MMS-ulab,12,1h,60,dev,r_val,10.78
