split,model,layer,duration,duration_val,test_split,metric,score
dev,SpidR MMS-ulab,5,10h,600,test,f1,68.93
dev,SpidR MMS-ulab,5,10h,600,test,per,65.29
dev,SpidR MMS-ulab,5,10h,600,test,pnmi,63.1
dev,SpidR MMS-ulab,5,10h,600,test,r_val,52.85
dev,SpidR MMS-ulab,6,10min,10,test,f1,65.74
dev,SpidR MMS-ulab,6,10min,10,test,per,79.58
dev,SpidR MMS-ulab,6,10min,10,test,pnmi,57.37
dev,SpidR MMS-ulab,6,10min,10,test,r_val,44.73
dev,SpidR MMS-ulab,5,1h,60,test,f1,68.85
dev,SpidR MMS-ulab,5,1h,60,test,per,67.73
dev,SpidR MMS-ulab,5,1h,60,test,pnmi,62.47
dev,SpidR MMS-ulab,5,1h,60,test,r_val,51.57
dev,SpidR MMS-ulab,5,10h,600,dev,f1,67.8
dev,SpidR MMS-ulab,5,10h,600,dev,per,64.79
dev,SpidR MMS-ulab,5,10h,600,dev,pnmi,63.05
dev,SpidR MMS-ulab,5,10h,600,dev,r_val,54.17
dev,SpidR MMS-ulab,6,10min,10,dev,f1,64.4
dev,SpidR MMS-ulab,6,10min,10,dev,per,79.24
dev,SpidR MMS-ulab,6,10min,10,dev,pnmi,56.36
dev,SpidR MMS-ulab,6,10min,10,dev,r_val,46.94
dev,SpidR MMS-ulab,5,1h,60,dev,f1,67.02
dev,SpidR MMS-ulab,5,1h,60,dev,per,66.37
dev,SpidR MMS-ulab,5,1h,60,dev,pnmi,61.9
dev,SpidR MMS-ulab,5,1h,60,dev,r_val,53.19
dev,SpidR MMS-ulab,5,0,1,test,f1,65.91
dev,SpidR MMS-ulab,5,0,1,test,per,86.04
dev,SpidR MMS-ulab,5,0,1,test,pnmi,57.24
dev,SpidR MMS-ulab,5,0,1,test,r_val,41.04
dev,SpidR MMS-ulab,5,0,1,dev,f1,64.49
dev,SpidR MMS-ulab,5,0,1,dev,per,79.23
dev,SpidR MMS-ulab,5,0,1,dev,pnmi,57.63
dev,SpidR MMS-ulab,5,0,1,dev,r_val,45.63
dev,SpidR VP-20,6,10h,600,test,f1,64.81
dev,SpidR VP-20,6,10h,600,test,per,63.18
dev,SpidR VP-20,6,10h,600,test,pnmi,63.11
dev,SpidR VP-20,6,10h,600,test,r_val,52.94
dev,SpidR VP-20,7,10min,10,test,f1,67.21
dev,SpidR VP-20,7,10min,10,test,per,63.64
dev,SpidR VP-20,7,10min,10,test,pnmi,62.79
dev,SpidR VP-20,7,10min,10,test,r_val,53.73
dev,SpidR VP-20,7,1h,60,test,f1,67.38
dev,SpidR VP-20,7,1h,60,test,per,63.02
dev,SpidR VP-20,7,1h,60,test,pnmi,64.13
dev,SpidR VP-20,7,1h,60,test,r_val,53.42
dev,SpidR VP-20,6,10h,600,dev,f1,63.27
dev,SpidR VP-20,6,10h,600,dev,per,62.26
dev,SpidR VP-20,6,10h,600,dev,pnmi,62.38
dev,SpidR VP-20,6,10h,600,dev,r_val,54.5
dev,SpidR VP-20,7,10min,10,dev,f1,64.67
dev,SpidR VP-20,7,10min,10,dev,per,64.02
dev,SpidR VP-20,7,10min,10,dev,pnmi,61.26
